"expense_id";"user_id";"expense_amount";"discount_percentage";"frequency";"expense_type";"rating"
"8762";"25480";"68.83";"26.263";"8";"E";"8"
"8763";"21232";"75.80";"35.517";"14";"A";"10"
"8764";"9254";"79.62";"54.522";"14";"F";"4"
"8765";"12431";"58.87";"54.814";"17";"A";"6"
"8766";"6872";"8.91";"22.235";"3";"B";"4"
"8767";"13442";"34.66";"25.247";"17";"D";"6"
"8768";"21916";"45.68";"15.390";"8";"B";"8"
"8769";"26589";"10.96";"18.851";"9";" ";"3"
"8770";"11766";"38.47";"37.819";"10";" ";"2"
"8771";"3636";"49.42";"16.764";"11";"F";"8"
"8772";"19387";"49.25";"31.344";"12";"C";"4"
"8773";"8622";"87.57";"52.032";"1";"B";"2"
"8774";"4077";"26.92";"50.531";"2";"D";"3"
"8775";"24454";"5.70";"12.169";"7";"B";"3"
"8776";"19888";"79.43";"45.470";"8";"B";"7"
"8777";"6842";"53.35";"47.297";"3";"C";"3"
"8778";"3830";"44.55";"23.567";"2";"C";"7"
"8779";"2934";"70.30";"21.331";"18";"D";"10"
"8780";"16720";"56.96";"33.587";"12";"A";"10"
"8781";"8191";"71.89";"8.299";"6";"B";"6"
"8782";"22098";"33.59";"32.102";"1";"A";"9"
"8783";"10368";"59.38";"53.416";"12";"C";"6"
"8784";"13538";"10.14";"48.058";"15";"D";"2"
"8785";"12845";"82.80";"24.739";"10";"C";"6"
"8786";"973";"75.06";"43.010";"2";"C";"7"
"8787";"3676";"47.52";"4.747";"11";"E";"6"
"8788";"4129";"63.69";"27.880";"8";"D";"4"
"8789";"9491";"6.32";"52.134";"5";"E";"4"
"8790";"19733";"56.61";"30.770";"2";"E";"6"
"8791";"5621";"50.73";"15.590";"18";"E";"4"
"8792";"8712";"68.33";"17.033";"12";"F";"7"
"8793";"27061";"27.81";"8.030";"2";"A";"5"
"8794";"8473";"63.05";"53.476";"15";"C";"1"
"8795";"15248";"52.77";"38.089";"15";"E";"7"
"8796";"24745";"34.31";"29.986";"1";"B";"9"
"8797";"28682";"93.86";"32.942";"14";"A";"4"
"8798";"22499";"56.76";"50.124";"4";"C";"4"
"8799";"3168";"15.75";"34.978";"18";"F";"8"
"8800";"17445";"18.21";"36.751";"16";"D";"6"
"8801";"27625";"37.94";"20.930";"9";"D";"1"
"8802";"17946";"64.63";"45.065";"4";"B";"9"
"8803";"21063";"30.92";"51.158";"7";"A";"1"
"8804";"878";"19.78";"39.407";"6";"D";"1"
"8805";"4186";"90.00";"31.563";"10";"D";"9"
"8806";"875";"54.76";"23.414";"12";"E";"2"
"8807";"21339";"29.88";"22.657";"15";"B";"3"
"8808";"15786";"76.21";"43.695";"3";"A";"10"
"8809";"27924";"46.88";"24.719";"4";"A";"10"
"8810";"24682";"25.50";"27.742";"8";"F";"9"
"8811";"14304";"17.90";"41.134";"12";" ";"9"
"8812";"22899";"80.74";"45.932";"17";"A";"1"
"8813";"12778";"77.51";"37.395";"14";"B";"8"
"8814";"9506";"7.95";"43.283";"13";" ";"3"
"8815";"4263";"50.44";"15.505";"5";"F";"5"
"8816";"20429";"58.21";"17.258";"1";"A";"5"
"8817";"11621";"10.48";"17.193";"1";"D";"10"
"8818";"27628";"54.11";"19.862";"18";"C";"10"
"8819";"27359";"72.50";"42.715";"5";" ";"2"
"8820";"22905";"57.33";"50.376";"2";"E";"1"
"8821";"13170";"56.97";"50.941";"5";"C";"4"
"8822";"11100";"71.99";"45.005";"6";"E";"4"
"8823";"1770";"99.40";"49.042";"12";"B";"6"
"8824";"28765";"51.31";"3.327";"8";"B";"9"
"8825";"21243";"62.49";"10.361";"18";" ";"7"
"8826";"23885";"66.42";"45.262";"11";"B";"7"
"8827";"22669";"6.18";"2.848";"18";"A";"3"
"8828";"28172";"43.01";"51.034";"1";" ";"8"
"8829";"5318";"74.34";"44.908";"10";"E";"8"
"8830";"24003";"94.00";"46.268";"4";" ";"10"
"8831";"3875";"38.26";"13.140";"4";"A";"2"
"8832";"18075";"10.71";"5.227";"16";"B";"7"
"8833";"15549";"63.87";"13.580";"7";"E";"9"
"8834";"2413";"97.63";"24.981";"11";"C";"1"
"8835";"14951";"80.24";"47.770";"4";"F";"3"
"8836";"18945";"16.79";"18.038";"2";"C";"6"
"8837";"12958";"98.06";"22.604";"4";"D";"10"
"8838";"25847";"76.60";"5.638";"17";"A";"6"
"8839";"12850";"70.02";"16.786";"5";"B";"6"
"8840";"4453";"49.65";"44.039";"10";"D";"4"
"8841";"22390";"12.36";"13.770";"1";"D";"6"
"8842";"14352";"36.77";"9.760";"8";"D";"4"
"8843";"4985";"41.59";"54.317";"13";" ";"7"
"8844";"1467";"79.57";"25.101";"17";" ";"2"
"8845";"657";"48.10";"52.950";"6";"C";"2"
"8846";"4654";"90.45";"23.325";"19";" ";"3"
"8847";"4074";"55.31";"43.766";"12";"F";"6"
"8848";"12198";"69.42";"52.286";"15";"B";"3"
"8849";"15674";"98.57";"8.547";"10";"D";"5"
"8850";"20905";"71.29";"19.563";"18";" ";"1"
"8851";"16249";"21.96";"53.893";"5";" ";"2"
"8852";"10775";"90.79";"20.190";"17";"B";"3"
"8853";"23865";"27.70";"53.817";"13";"B";"8"
"8854";"8209";"40.92";"14.869";"14";"E";"6"
"8855";"20715";"42.36";"54.614";"2";"B";"1"
"8856";"19221";"21.86";"29.766";"19";"F";"7"
"8857";"13747";"84.94";"34.078";"6";"E";"4"
"8858";"20307";"95.73";"9.236";"16";" ";"10"
"8859";"23821";"73.92";"3.610";"15";"A";"5"
"8860";"3643";"59.24";"34.794";"2";"A";"1"
"8861";"14527";"27.53";"46.456";"13";"A";"2"
"8862";"4198";"98.65";"2.366";"18";"A";"1"
"8863";"4985";"18.85";"34.438";"10";"F";"2"
"8864";"4458";"67.17";"51.378";"14";"E";"5"
"8865";"25347";"9.96";"48.627";"8";"A";"9"
"8866";"5241";"91.42";"41.623";"7";"D";"2"
"8867";"22118";"77.60";"33.603";"2";"C";"3"
"8868";"25336";"51.33";"6.483";"8";" ";"9"
"8869";"3787";"12.01";"16.202";"8";"C";"2"
"8870";"14135";"78.68";"31.923";"16";"E";"3"
"8871";"22498";"24.67";"53.758";"18";" ";"8"
"8872";"21876";"81.24";"5.554";"12";"D";"2"
"8873";"25894";"81.02";"25.042";"13";"E";"9"
"8874";"23315";"99.02";"13.562";"16";"D";"2"
"8875";"9014";"91.62";"32.844";"11";"A";"2"
"8876";"1320";"91.00";"36.132";"16";"C";"2"
"8877";"4222";"93.11";"41.976";"15";" ";"7"
"8878";"26090";"65.82";"48.142";"8";"B";"8"
"8879";"16988";"26.64";"42.506";"5";"C";"9"
"8880";"1069";"67.80";"54.253";"3";"D";"4"
"8881";"24038";"70.32";"5.937";"11";"A";"4"
"8882";"10687";"90.23";"31.389";"19";" ";"5"
"8883";"5978";"96.48";"7.783";"7";"E";"2"
"8884";"13288";"28.20";"54.649";"6";"E";"2"
"8885";"10807";"53.00";"25.972";"3";"E";"10"
"8886";"26850";"34.13";"15.808";"8";"B";"5"
"8887";"24240";"20.92";"45.909";"11";" ";"8"
"8888";"9698";"94.33";"18.099";"1";"D";"7"
"8889";"19464";"71.36";"44.422";"9";"B";"6"
"8890";"8351";"5.82";"50.823";"6";"F";"5"
"8891";"13380";"90.55";"7.438";"16";"F";"9"
"8892";"8567";"53.11";"41.138";"16";"D";"5"
"8893";"17212";"69.04";"9.316";"13";" ";"9"
"8894";"25234";"25.31";"26.005";"2";"F";"2"
"8895";"15968";"74.91";"17.499";"8";" ";"5"
"8896";"23927";"96.82";"5.203";"3";"B";"7"
"8897";"12296";"29.12";"9.249";"15";"D";"3"
"8898";"11220";"64.46";"5.198";"11";"A";"6"
"8899";"10507";"40.46";"14.815";"8";"A";"2"
"8900";"28950";"48.13";"14.462";"3";"C";"4"
"8901";"6803";"53.55";"21.138";"4";" ";"6"
"8902";"22529";"65.08";"8.759";"1";"A";"6"
"8903";"15059";"87.41";"45.459";"15";"E";"1"
"8904";"23726";"19.27";"42.342";"3";"E";"7"
"8905";"7740";"39.37";"53.661";"3";"E";"2"
"8906";"22222";"11.88";"46.666";"19";"E";"2"
"8907";"19436";"86.04";"46.060";"14";"F";"10"
"8908";"14802";"25.46";"25.544";"3";"E";"4"
"8909";"2175";"12.45";"19.732";"16";"C";"9"
"8910";"9489";"78.03";"25.490";"8";"F";"7"
"8911";"9971";"33.08";"46.708";"8";"A";"5"
"8912";"25561";"6.51";"50.730";"15";"C";"1"
"8913";"9165";"65.53";"14.083";"2";"A";"6"
"8914";"23642";"8.24";"52.111";"6";"B";"4"
"8915";"27641";"9.35";"36.248";"4";"E";"5"
"8916";"9817";"67.60";"15.550";"11";"F";"8"
"8917";"1677";"32.18";"51.865";"5";"F";"5"
"8918";"4581";"66.03";"51.422";"1";"A";"4"
"8919";"21625";"52.77";"49.881";"12";"F";"5"
"8920";"22578";"76.95";"54.743";"9";"F";"4"
"8921";"22013";"14.84";"19.284";"6";" ";"1"
"8922";"12491";"90.20";"15.355";"18";"D";"1"
"8923";"3881";"57.37";"40.954";"16";"F";"4"
"8924";"6758";"81.17";"44.054";"13";"C";"9"
"8925";"29150";"61.78";"22.989";"17";"E";"3"
"8926";"8886";"7.63";"10.382";"2";"E";"9"
"8927";"12719";"33.42";"42.239";"8";"B";"2"
"8928";"6418";"73.97";"12.211";"17";"F";"7"
"8929";"20031";"12.08";"26.282";"18";"B";"3"
"8930";"16811";"31.89";"41.194";"6";"E";"8"
"8931";"1964";"44.17";"37.421";"15";"A";"7"
"8932";"9963";"55.32";"17.128";"5";"C";"1"
"8933";"24939";"97.63";"5.601";"3";"D";"3"
"8934";"680";"63.29";"31.167";"3";" ";"6"
"8935";"21747";"22.76";"10.934";"16";"D";"5"
"8936";"11544";"70.89";"8.536";"19";"E";"9"
"8937";"15107";"33.56";"21.828";"8";" ";"10"
"8938";"29460";"30.20";"35.259";"2";"A";"1"
"8939";"18857";"75.36";"3.009";"7";" ";"2"
"8940";"16594";"16.51";"32.688";"18";"C";"2"
"8941";"14150";"61.78";"45.513";"8";"B";"7"
"8942";"16216";"28.68";"54.603";"11";"F";"1"
"8943";"15653";"81.11";"10.368";"5";"A";"7"
"8944";"10846";"85.74";"43.185";"13";" ";"7"
"8945";"17474";"5.90";"46.080";"2";"E";"7"
"8946";"5107";"96.76";"17.370";"17";"B";"5"
"8947";"24689";"99.27";"23.711";"3";"D";"3"
"8948";"21755";"61.55";"35.285";"7";"F";"1"
"8949";"7526";"6.26";"6.657";"16";"C";"2"
"8950";"21092";"90.63";"24.694";"3";"C";"6"
"8951";"11489";"84.20";"42.670";"7";" ";"3"
"8952";"1524";"43.67";"31.768";"8";"D";"10"
"8953";"25238";"28.01";"50.063";"8";" ";"4"
"8954";"21658";"79.06";"34.364";"1";" ";"8"
"8955";"10188";"19.55";"13.627";"17";" ";"1"
"8956";"28626";"8.97";"21.993";"16";"A";"7"
"8957";"22165";"95.87";"34.745";"2";"F";"5"
"8958";"7519";"99.12";"15.008";"4";" ";"2"
"8959";"3504";"59.83";"18.395";"17";"F";"4"
"8960";"17932";"32.47";"31.845";"9";"F";"1"
"8961";"8790";"49.12";"41.211";"5";" ";"2"
"8962";"23404";"39.28";"15.086";"19";"B";"1"
"8963";"23391";"65.75";"39.865";"4";"D";"7"
"8964";"27511";"22.91";"45.984";"19";"C";"2"
"8965";"10525";"11.14";"41.475";"14";"D";"9"
"8966";"4037";"69.76";"45.286";"5";"C";"2"
"8967";"2704";"7.83";"19.431";"11";"F";"1"
"8968";"1879";"36.37";"39.662";"15";" ";"5"
"8969";"24431";"7.19";"7.963";"12";"D";"3"
"8970";"29324";"80.42";"22.463";"18";"D";"4"
"8971";"21924";"12.18";"24.405";"16";"A";"6"
"8972";"10834";"99.26";"35.150";"15";" ";"10"
"8973";"11591";"64.40";"26.219";"6";"D";"7"
"8974";"19437";"44.18";"48.221";"14";"D";"4"
"8975";"14024";"79.45";"52.594";"12";"E";"4"
"8976";"4594";"89.82";"31.892";"9";"E";"10"
"8977";"8633";"21.94";"51.754";"6";"E";"8"
"8978";"24586";"98.86";"2.215";"16";"A";"3"
"8979";"12025";"97.02";"46.343";"14";" ";"1"
"8980";"12665";"43.14";"8.704";"12";"F";"10"
"8981";"24908";"88.16";"18.929";"15";"C";"10"
"8982";"13765";"86.89";"2.621";"3";"B";"7"
"8983";"28354";"96.79";"11.378";"18";"C";"6"
"8984";"10457";"56.17";"44.050";"9";" ";"5"
"8985";"1972";"92.47";"5.802";"16";"C";"1"
"8986";"22946";"92.48";"18.784";"5";"B";"2"
"8987";"27508";"66.10";"7.270";"3";"E";"6"
"8988";"17919";"66.62";"33.082";"1";"E";"10"
"8989";"26174";"81.46";"52.516";"1";"D";"1"
"8990";"15109";"85.03";"11.118";"19";"E";"5"
"8991";"24741";"37.98";"50.131";"15";" ";"10"
"8992";"7078";"7.77";"14.107";"5";"A";"3"
"8993";"18546";"86.22";"38.803";"11";"E";"2"
"8994";"3752";"5.94";"44.724";"3";"B";"2"
"8995";"15297";"88.66";"44.857";"9";" ";"9"
"8996";"642";"60.05";"28.785";"8";"B";"5"
"8997";"4821";"93.21";"40.152";"4";" ";"1"
"8998";"4505";"65.16";"14.288";"4";" ";"1"
"8999";"25974";"14.01";"33.223";"16";"C";"1"
"9000";"15390";"71.54";"49.763";"4";" ";"6"
"9001";"15502";"24.66";"44.058";"14";"F";"8"
"9002";"19151";"91.19";"38.014";"3";"D";"8"
"9003";"16822";"68.23";"13.843";"13";"D";"10"
"9004";"12332";"14.06";"20.302";"11";"C";"6"
"9005";"21788";"10.20";"33.852";"11";"E";"6"
"9006";"7384";"83.25";"43.923";"7";"E";"10"
"9007";"15548";"54.19";"28.517";"15";"F";"5"
"9008";"783";"74.52";"13.371";"6";"A";"3"
"9009";"22902";"87.97";"13.541";"6";"F";"6"
"9010";"7355";"50.44";"19.112";"1";"A";"7"
"9011";"8220";"15.08";"48.061";"13";"E";"2"
"9012";"28150";"48.29";"15.076";"18";"C";"9"
"9013";"25625";"89.93";"28.050";"16";"D";"10"
"9014";"14727";"8.96";"43.963";"16";"E";"5"
"9015";"9806";"81.43";"38.837";"16";" ";"3"
"9016";"2427";"45.82";"12.456";"15";"A";"7"
"9017";"15309";"32.26";"7.987";"9";"A";"10"
"9018";"1772";"21.26";"17.289";"8";"F";"8"
"9019";"12423";"24.10";"20.277";"9";"E";"8"
"9020";"8044";"11.18";"13.939";"4";"C";"3"
"9021";"19580";"20.01";"11.080";"1";"D";"1"
"9022";"7780";"54.36";"2.844";"17";"B";"5"
"9023";"18940";"94.29";"19.550";"18";"E";"9"
"9024";"21461";"57.58";"23.109";"11";"B";"8"
"9025";"9424";"85.68";"47.400";"15";" ";"9"
"9026";"12184";"7.41";"49.611";"18";"D";"8"
"9027";"8737";"65.56";"13.142";"6";"E";"8"
"9028";"14712";"43.05";"15.432";"10";"D";"2"
"9029";"28967";"81.34";"51.037";"12";"A";"3"
"9030";"9001";"93.12";"27.729";"3";"B";"3"
"9031";"4450";"65.87";"49.491";"9";"A";"6"
"9032";"2379";"36.00";"15.748";"1";"D";"2"
"9033";"22220";"63.34";"37.384";"11";" ";"2"
"9034";"11037";"77.19";"24.786";"2";" ";"10"
"9035";"11295";"42.19";"36.559";"3";"E";"7"
"9036";"28617";"12.92";"28.197";"19";"C";"8"
"9037";"18446";"40.53";"12.174";"1";"D";"1"
"9038";"21269";"39.21";"29.257";"6";"D";"4"
"9039";"28399";"97.31";"31.401";"14";"F";"2"
"9040";"23123";"17.54";"50.365";"5";"F";"2"
"9041";"29413";"32.34";"39.123";"15";"F";"2"
"9042";"10489";"40.09";"5.562";"18";"F";"5"
"9043";"16856";"88.15";"29.962";"18";"E";"4"
"9044";"2665";"43.43";"6.042";"7";"C";"7"
"9045";"7098";"87.45";"3.992";"17";"E";"1"
"9046";"756";"9.60";"3.364";"18";"D";"2"
"9047";"22024";"30.32";"41.847";"8";" ";"6"
"9048";"23869";"38.57";"47.852";"13";"E";"9"
"9049";"15058";"84.10";"16.127";"8";"B";"5"
"9050";"2637";"10.65";"38.855";"5";"B";"8"
"9051";"24673";"80.61";"20.433";"7";"A";"3"
"9052";"18745";"31.07";"34.000";"18";"E";"4"
"9053";"18402";"87.14";"12.536";"15";" ";"7"
"9054";"10094";"29.55";"9.076";"5";"E";"6"
"9055";"24544";"46.56";"24.411";"4";"A";"1"
"9056";"1444";"14.56";"50.715";"8";"F";"5"
"9057";"4310";"36.47";"45.031";"10";"D";"5"
"9058";"17146";"20.98";"25.381";"8";"C";"9"
"9059";"25489";"56.57";"10.946";"18";" ";"6"
"9060";"27032";"84.61";"8.641";"1";"A";"2"
"9061";"28643";"89.70";"4.068";"19";" ";"10"
"9062";"13621";"19.90";"29.679";"18";"F";"1"
"9063";"3900";"21.08";"27.424";"17";"E";"3"
"9064";"27572";"7.18";"28.207";"12";"D";"7"
"9065";"11308";"86.22";"46.920";"8";"A";"6"
"9066";"19430";"89.00";"18.574";"4";" ";"6"
"9067";"2950";"68.08";"43.231";"5";"E";"10"
"9068";"5917";"26.22";"20.311";"19";"E";"8"
"9069";"1954";"56.41";"19.137";"5";" ";"3"
"9070";"847";"37.35";"22.285";"8";"F";"5"
"9071";"6690";"97.25";"8.360";"3";"B";"7"
"9072";"21552";"63.35";"17.418";"9";"F";"6"
"9073";"8689";"5.15";"53.949";"14";"C";"1"
"9074";"5966";"63.16";"37.487";"16";"A";"6"
"9075";"14676";"90.37";"45.792";"12";"A";"4"
"9076";"6934";"67.52";"19.499";"11";"F";"7"
"9077";"5476";"72.44";"28.875";"9";"D";"9"
"9078";"17261";"13.25";"22.631";"10";" ";"8"
"9079";"3914";"38.34";"39.986";"13";"E";"3"
"9080";"4886";"60.59";"22.050";"7";"E";"9"
"9081";"16305";"53.17";"19.834";"7";" ";"3"
"9082";"5347";"19.28";"41.769";"5";"C";"10"
"9083";"25074";"96.33";"53.863";"13";"B";"8"
"9084";"8088";"69.41";"34.559";"9";"B";"5"
"9085";"11261";"86.82";"40.429";"7";"D";"3"
"9086";"20070";"64.77";"25.377";"11";"A";"8"
"9087";"22383";"12.50";"30.238";"9";" ";"10"
"9088";"11312";"93.16";"31.348";"8";"E";"1"
"9089";"17216";"53.18";"45.289";"6";"E";"9"
"9090";"22185";"66.38";"51.652";"16";"C";"7"
"9091";"11615";"36.89";"37.756";"2";"F";"4"
"9092";"5744";"95.40";"44.169";"13";" ";"3"
"9093";"7945";"82.38";"10.042";"15";"B";"2"
"9094";"25081";"92.49";"49.063";"5";"E";"7"
"9095";"15268";"24.96";"17.083";"10";"C";"10"
"9096";"28613";"97.29";"44.510";"4";" ";"3"
"9097";"10902";"10.58";"18.865";"7";"F";"5"
"9098";"23863";"37.41";"8.298";"3";"E";"5"
"9099";"22191";"37.97";"38.405";"4";"F";"9"
"9100";"6363";"82.58";"33.859";"12";"E";"9"
"9101";"9309";"35.70";"45.278";"17";"E";"4"
"9102";"24739";"27.12";"28.246";"18";"E";"6"
"9103";"24491";"37.30";"21.191";"3";"F";"1"
"9104";"13298";"8.44";"50.432";"9";"C";"4"
"9105";"9125";"49.32";"10.477";"7";"B";"5"
"9106";"27957";"24.81";"54.369";"8";"A";"9"
"9107";"14841";"49.83";"48.522";"11";" ";"2"
"9108";"28798";"43.74";"46.324";"11";"D";"6"
"9109";"1412";"9.10";"25.507";"5";"F";"3"
"9110";"6512";"60.16";"53.073";"9";"B";"5"
"9111";"11437";"45.73";"19.276";"15";"B";"6"
"9112";"27367";"38.44";"34.337";"10";"D";"7"
"9113";"15967";"68.71";"12.727";"19";"C";"4"
"9114";"20827";"43.01";"52.536";"7";"F";"6"
"9115";"6586";"89.10";"36.030";"16";"F";"5"
"9116";"6054";"74.71";"35.540";"1";"F";"7"
"9117";"28858";"60.08";"10.012";"17";"F";"2"
"9118";"26841";"26.24";"37.343";"7";" ";"2"
"9119";"25180";"16.74";"6.899";"8";" ";"5"
"9120";"20785";"79.46";"31.978";"19";"F";"8"
"9121";"23963";"91.03";"49.857";"7";"E";"2"
"9122";"23176";"36.38";"26.448";"17";"A";"2"
"9123";"6619";"31.62";"6.942";"15";" ";"6"
"9124";"5461";"88.18";"6.584";"16";"B";"6"
"9125";"23503";"84.46";"34.908";"5";"D";"9"
"9126";"7812";"74.27";"40.737";"10";" ";"10"
"9127";"1194";"52.82";"15.311";"13";"E";"8"
"9128";"13493";"39.38";"27.664";"12";" ";"5"
"9129";"23762";"82.23";"16.927";"18";"C";"1"
"9130";"15335";"47.36";"13.803";"12";" ";"6"
"9131";"12455";"34.49";"11.735";"1";"C";"5"
"9132";"21985";"60.63";"35.273";"17";"E";"5"
"9133";"9937";"52.48";"51.438";"1";"A";"10"
"9134";"3717";"17.96";"51.718";"12";"B";"5"
"9135";"23766";"21.11";"21.850";"8";" ";"3"
"9136";"22256";"35.55";"25.226";"11";" ";"6"
"9137";"7136";"22.26";"11.008";"18";"A";"1"
"9138";"9225";"8.83";"11.035";"17";"D";"9"
"9139";"4816";"37.45";"8.876";"13";"B";"8"
"9140";"24011";"60.19";"41.489";"4";"C";"8"
"9141";"2648";"53.37";"36.205";"9";"E";"6"
"9142";"20402";"96.49";"15.695";"11";"A";"10"
"9143";"4894";"94.64";"42.586";"10";"A";"8"
"9144";"1413";"69.95";"33.522";"13";"A";"5"
"9145";"5739";"49.63";"15.915";"4";"D";"2"
"9146";"7169";"91.14";"48.219";"4";"A";"9"
"9147";"17384";"17.88";"53.722";"19";"B";"9"
"9148";"1533";"15.15";"26.683";"13";"A";"7"
"9149";"27828";"82.30";"46.515";"5";"A";"5"
"9150";"20657";"83.91";"35.787";"2";"E";"1"
"9151";"23444";"84.91";"12.332";"4";"F";"6"
"9152";"28921";"53.04";"46.955";"15";"D";"7"
"9153";"18017";"41.22";"31.163";"12";"F";"3"
"9154";"18724";"82.85";"19.817";"18";"E";"5"
"9155";"883";"12.43";"24.803";"15";"C";"3"
"9156";"27189";"97.92";"35.573";"2";"B";"10"
"9157";"14287";"59.43";"42.618";"13";"C";"3"
"9158";"2032";"16.48";"24.594";"7";"F";"1"
"9159";"9659";"82.23";"35.702";"5";"B";"3"
"9160";"5726";"58.79";"32.865";"1";" ";"6"
"9161";"18991";"92.53";"49.387";"10";"D";"6"
"9162";"26503";"99.47";"27.165";"15";"B";"3"
"9163";"22960";"50.55";"33.821";"12";"D";"2"
"9164";"1008";"50.86";"33.336";"2";"A";"3"
"9165";"13347";"73.39";"48.061";"13";"F";"7"
"9166";"21292";"97.35";"49.411";"16";" ";"1"
"9167";"3344";"97.21";"22.565";"4";"C";"10"
"9168";"10169";"74.61";"11.940";"5";"A";"9"
"9169";"24019";"51.96";"8.217";"14";"E";"10"
"9170";"2575";"56.84";"20.751";"19";"E";"3"
"9171";"20116";"76.24";"3.960";"2";"E";"1"
"9172";"14443";"96.67";"53.614";"3";"B";"9"
"9173";"5786";"10.17";"11.825";"5";"E";"2"
"9174";"11396";"33.47";"34.418";"10";"C";"1"
"9175";"17200";"13.05";"54.064";"12";"A";"4"
"9176";"28998";"28.83";"13.625";"8";"E";"3"
"9177";"9055";"23.06";"20.037";"6";"F";"10"
"9178";"20630";"13.43";"48.487";"7";"E";"3"
"9179";"2570";"81.05";"12.537";"2";"D";"2"
"9180";"7883";"11.45";"52.728";"8";"E";"8"
"9181";"17013";"55.87";"20.727";"9";"C";"9"
"9182";"16248";"79.06";"53.527";"2";"E";"8"
"9183";"2758";"49.54";"10.495";"11";"F";"7"
"9184";"16722";"39.81";"5.137";"17";"B";"9"
"9185";"26876";"36.80";"38.478";"13";"F";"2"
"9186";"4219";"21.03";"45.152";"19";"C";"2"
"9187";"2083";"25.48";"36.818";"8";"A";"7"
"9188";"12105";"44.26";"23.103";"6";"D";"9"
"9189";"24983";"73.26";"18.529";"5";"A";"4"
"9190";"23471";"13.47";"11.199";"4";" ";"7"
"9191";"18646";"66.19";"7.538";"8";"A";"9"
"9192";"10794";"80.13";"3.707";"8";" ";"8"
"9193";"6522";"99.33";"25.681";"9";"D";"10"
"9194";"20096";"60.45";"34.550";"1";"A";"9"
"9195";"20449";"24.47";"45.771";"17";"F";"2"
"9196";"9939";"42.97";"21.334";"18";"B";"6"
"9197";"7921";"90.86";"32.570";"6";"F";"2"
"9198";"28582";"32.79";"44.359";"7";"E";"6"
"9199";"15074";"74.00";"3.124";"2";"B";"4"
"9200";"18039";"92.98";"35.835";"4";"C";"8"
"9201";"27997";"97.00";"16.600";"18";"C";"7"
"9202";"13147";"34.68";"23.033";"11";"A";"7"
"9203";"3396";"5.06";"10.653";"5";"B";"7"
"9204";"29134";"58.44";"22.438";"15";"F";"6"
"9205";"20740";"97.99";"38.199";"11";"F";"2"
"9206";"12365";"63.47";"9.782";"17";" ";"6"
"9207";"19282";"84.39";"25.406";"3";"F";"2"
"9208";"15973";"23.40";"21.161";"17";" ";"1"
"9209";"2419";"16.83";"13.043";"3";"B";"2"
"9210";"16793";"84.34";"18.904";"3";"A";"5"
"9211";"11708";"30.33";"13.047";"10";"A";"3"
"9212";"26029";"83.37";"39.500";"4";"E";"3"
"9213";"1150";"47.69";"47.027";"14";"E";"6"
"9214";"17759";"18.42";"25.839";"6";" ";"1"
"9215";"21873";"99.64";"46.437";"3";"D";"8"
"9216";"2960";"70.57";"22.224";"2";"B";"8"
"9217";"17185";"18.35";"19.017";"16";" ";"2"
"9218";"24455";"69.30";"19.211";"12";" ";"10"
"9219";"26594";"58.41";"9.858";"10";"E";"10"
"9220";"17938";"40.78";"22.840";"8";"A";"2"
"9221";"1356";"39.21";"18.724";"13";"C";"9"
"9222";"19940";"88.65";"22.745";"15";"F";"10"
"9223";"882";"53.55";"3.607";"6";" ";"8"
"9224";"23754";"18.75";"49.455";"11";"C";"9"
"9225";"2239";"41.98";"28.147";"9";"B";"4"
"9226";"12128";"32.63";"44.685";"9";"F";"9"
"9227";"2050";"63.43";"16.875";"12";"A";"5"
"9228";"28134";"47.86";"40.293";"5";"F";"3"
"9229";"9057";"63.87";"25.862";"9";"C";"5"
"9230";"1096";"19.66";"41.874";"11";"F";"6"
"9231";"4228";"18.39";"35.239";"19";"C";"7"
"9232";"12025";"71.23";"26.749";"8";" ";"1"
"9233";"28939";"72.58";"23.430";"11";"A";"10"
"9234";"22685";"56.79";"31.715";"3";"C";"3"
"9235";"18741";"64.62";"12.517";"13";"F";"3"
"9236";"24548";"66.98";"49.557";"18";"D";"1"
"9237";"13434";"54.44";"14.628";"8";"B";"10"
"9238";"4525";"60.93";"5.051";"17";"C";"6"
"9239";"11864";"96.74";"47.338";"19";"D";"7"
"9240";"5499";"95.96";"22.123";"7";"F";"6"
"9241";"22461";"16.32";"53.881";"10";"E";"5"
"9242";"7855";"13.45";"44.053";"17";" ";"2"
"9243";"18630";"40.60";"51.563";"12";"A";"8"
"9244";"21609";"96.32";"30.907";"2";" ";"9"
"9245";"14541";"58.28";"14.647";"1";" ";"10"
"9246";"28741";"89.67";"26.752";"11";"B";"6"
"9247";"1843";"47.52";"21.485";"2";"E";"7"
"9248";"26624";"10.40";"19.954";"6";"E";"5"
"9249";"8675";"65.80";"8.585";"16";"B";"9"
"9250";"913";"66.63";"48.132";"5";" ";"7"
"9251";"7082";"7.59";"16.037";"3";"B";"1"
"9252";"19587";"20.29";"52.782";"12";"F";"8"
"9253";"15430";"88.88";"38.080";"2";"C";"8"
"9254";"23586";"49.98";"9.125";"13";" ";"7"
"9255";"21615";"18.11";"21.618";"18";"A";"4"
"9256";"10480";"44.03";"48.490";"4";"C";"3"
"9257";"3778";"88.83";"41.431";"12";"A";"10"
"9258";"10663";"25.89";"5.552";"7";"C";"10"
"9259";"21944";"6.73";"52.116";"18";"B";"4"
